Job Title,Salary Estimate,Salary Estimate min,Salary Estimate max,Rating,Company Name,City,State,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,4.7,CRS Group,Chicago, IL,"Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
Data Scientist,$87K-$141K (Glassdoor est.),87000.0,141000.0,3.7,EGlobalTech,Arlington, VA,"Vienna, VA",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
"Data Scientist, Kinship - NYC/Portland",$92K-$155K (Glassdoor est.),92000.0,155000.0,3.9,Mars,New York, NY,"Mc Lean, VA",10000+ employees,1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,$92K-$155K (Glassdoor est.),92000.0,155000.0,4.9,Avlino,Remote, NJ,"Holmdel, NJ",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD)
Data Scientist,$92K-$155K (Glassdoor est.),92000.0,155000.0,2.5,KeHE Distributors,Naperville, IL,"Naperville, IL",5001 to 10000 employees,1954,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable
Data Scientist,$92K-$155K (Glassdoor est.),92000.0,155000.0,3.5,Blackstone Talent Group,San Francisco, CA,"San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,Business Services,$25 to $50 million (USD)
Data Scientist - TS/SCI Required,$92K-$155K (Glassdoor est.),92000.0,155000.0,5.0,Phoenix Operations Group,Baltimore, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
Data Scientist,$92K-$155K (Glassdoor est.),92000.0,155000.0,3.0,Moxie Software,Bellevue, WA,"San Bruno, CA",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist(s)/Machine Learning Engineer,$92K-$155K (Glassdoor est.),92000.0,155000.0,5.0,Blue Horizon Tek Solutions,New York, NY,"Coconut Creek, FL",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Engineer,$92K-$155K (Glassdoor est.),92000.0,155000.0,3.3,Americo Life,Kansas City, MO,"Kansas City, MO",201 to 500 employees,1992,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
Data Scientist,$92K-$155K (Glassdoor est.),92000.0,155000.0,3.3,Tokio Marine HCC,Houston, TX,"Houston, TX",1001 to 5000 employees,1974,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Scientist,$92K-$155K (Glassdoor est.),92000.0,155000.0,3.5,CACI International,Chantilly, VA,"Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
"AI/ML - Machine Learning Scientist, Siri Understanding",$92K-$155K (Glassdoor est.),92000.0,155000.0,4.1,Apple,Santa Clara, CA,"Cupertino, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$92K-$155K (Glassdoor est.),92000.0,155000.0,3.9,Southwest Research Institute,Oklahoma City, OK,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Data Scientist,$92K-$155K (Glassdoor est.),92000.0,155000.0,4.7,Compass Consulting Group,Thousand Oaks, CA,"Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
Data Science Software Engineer,$92K-$155K (Glassdoor est.),92000.0,155000.0,4.8,Klaviyo,Boston, MA,"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable
AI Ops Data Scientist,$92K-$155K (Glassdoor est.),92000.0,155000.0,4.0,AstraZeneca,Gaithersburg, MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Senior Data Scientist,$105K-$167K (Glassdoor est.),105000.0,167000.0,3.8,GutCheck,Denver, CO,"Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD)
Sr. ML/Data Scientist - AI/NLP/Chatbot,$105K-$167K (Glassdoor est.),105000.0,167000.0,3.8,Juniper Networks,Cupertino, CA,"Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD)
Data Scientist,$105K-$167K (Glassdoor est.),105000.0,167000.0,2.7,Hexagon US Federal,Lexington Park, MD,"Chantilly, VA",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist,$105K-$167K (Glassdoor est.),105000.0,167000.0,3.8,"Aveshka, Inc.",Washington, DC,"Arlington, VA",51 to 200 employees,2010,Company - Public,IT Services,Information Technology,$10 to $25 million (USD)
Data Scientist,$105K-$167K (Glassdoor est.),105000.0,167000.0,3.2,Perspecta,Adelphi, MD,"Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
Data Scientist,$105K-$167K (Glassdoor est.),105000.0,167000.0,4.1,A-Line Staffing Solutions,Durham, NC,"Utica, MI",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Data Scientist,$105K-$167K (Glassdoor est.),105000.0,167000.0,3.8,"Criterion Systems, Inc.",Vienna, VA,"Vienna, VA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Scientist,$105K-$167K (Glassdoor est.),105000.0,167000.0,4.0,Foundation Medicine,Boston, MA,"Cambridge, MA",1001 to 5000 employees,2010,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD)
Data Scientist,$105K-$167K (Glassdoor est.),105000.0,167000.0,3.6,TRANZACT,Fort Lee, NJ,"Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable
Data Scientist,$105K-$167K (Glassdoor est.),105000.0,167000.0,2.7,1-800-Flowers,New York, NY,"Carle Place, NY",1001 to 5000 employees,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD)
